callsign,de_pfx,de_cont,freq,band,dx,dx_pfx,dx_cont,mode,db,date,speed,tx_mode
LZ4UX,LZ,EU,7065.3,40m,N2NL,K,NA,CQ,13,2025-11-29 00:11:47,37,CW
KC4YVA,K,NA,7027.4,40m,VE3OMV,VE,NA,CQ,1,2025-11-29 00:11:47,29,CW
KC4YVA,K,NA,7008.4,40m,KC1XX,K,NA,CQ,12,2025-11-29 00:11:47,35,CW
YU1EW,YU,EU,7009.6,40m,G4FNL,G,EU,CQ,17,2025-11-29 00:11:47,32,CW
YU1EW,YU,EU,7043.4,40m,K5ZD,K,NA,CQ,12,2025-11-29 00:11:47,33,CW
YU1EW,YU,EU,7032.4,40m,K3CCA,K,NA,CQ,14,2025-11-29 00:11:47,26,CW
N9CO,K,NA,7002.5,40m,K3WW,K,NA,CQ,22,2025-11-29 00:11:47,36,CW
N9CO,K,NA,7016,40m,IO5O,I,EU,CQ,18,2025-11-29 00:11:47,31,CW
N9CO,K,NA,7065.3,40m,N2NL,K,NA,CQ,14,2025-11-29 00:11:47,38,CW
K4PP,K,NA,7004,40m,OL0W,OK,EU,CQ,19,2025-11-29 00:11:47,31,CW
K4PP,K,NA,7016.7,40m,NA8V,K,NA,CQ,27,2025-11-29 00:11:47,36,CW
DM5GG,DL,EU,7033.3,40m,SN7Q,SP,EU,CQ,16,2025-11-29 00:11:47,32,CW
DM5GG,DL,EU,7043.6,40m,K5ZD,K,NA,CQ,67,2025-11-29 00:11:47,33,CW
DM5GG,DL,EU,7035.5,40m,CR6K,CT,EU,CQ,17,2025-11-29 00:11:47,44,CW
N2CR,K,NA,7025.3,40m,DR7X,DL,EU,CQ,17,2025-11-29 00:11:47,32,CW
N2CR,K,NA,7016.7,40m,NA8V,K,NA,CQ,22,2025-11-29 00:11:47,34,CW
N2CR,K,NA,7007.8,40m,HG6N,HA,EU,CQ,27,2025-11-29 00:11:47,37,CW
N2CR,K,NA,7028.2,40m,HG7T,HA,EU,CQ,14,2025-11-29 00:11:47,30,CW
N2CR,K,NA,7065.3,40m,N2NL,K,NA,CQ,21,2025-11-29 00:11:47,37,CW
BA6KC,BY,AS,7031.5,40m,SP8R,SP,EU,CQ,18,2025-11-29 00:11:47,32,CW
ZS1NN,ZS,AF,7003.4,40m,K2AX,K,NA,CQ,9,2025-11-29 00:11:47,37,CW
K7CO,K,NA,7024.2,40m,K2LE,K,NA,CQ,25,2025-11-29 00:11:47,32,CW
KW7MM-2,K,NA,7054.3,40m,LN8W,LA,EU,CQ,19,2025-11-29 00:11:47,32,CW
KW7MM-2,K,NA,7024.2,40m,K2LE,K,NA,CQ,29,2025-11-29 00:11:47,37,CW
KW7MM-2,K,NA,7002.5,40m,K3WW,K,NA,CQ,32,2025-11-29 00:11:47,36,CW
KW7MM-2,K,NA,7030.8,40m,NN7CW,K,NA,CQ,40,2025-11-29 00:11:47,36,CW
KW7MM-2,K,NA,7008.4,40m,KC1XX,K,NA,CQ,30,2025-11-29 00:11:47,36,CW
KW7MM-3,K,NA,7014.7,40m,II1X,I,EU,CQ,31,2025-11-29 00:11:47,37,CW
KW7MM-3,K,NA,7031.8,40m,IO0A,I,EU,CQ,23,2025-11-29 00:11:47,30,CW
KW7MM-3,K,NA,7024.8,40m,DP9A,DL,EU,CQ,17,2025-11-29 00:11:47,30,CW
KW7MM-3,K,NA,7054.3,40m,LN8W,LA,EU,CQ,22,2025-11-29 00:11:47,32,CW
CN3A,CN,AF,7005.3,40m,SP5ELA,SP,EU,CQ,33,2025-11-29 00:11:47,28,CW
CN3A,CN,AF,7045.8,40m,IB9T,IT9,EU,CQ,34,2025-11-29 00:11:47,32,CW
EY8ZE,EY,AS,7030.5,40m,OK5Z,OK,EU,CQ,16,2025-11-29 00:11:47,37,CW
TK0C-7,TK,EU,7012.5,40m,LZ5M,LZ,EU,CQ,24,2025-11-29 00:11:47,28,CW
DK9IP,DL,EU,7065.3,40m,N2NL,K,NA,CQ,17,2025-11-29 00:11:47,38,CW
VE3EID,VE,NA,7030.5,40m,OK5Z,OK,EU,CQ,40,2025-11-29 00:11:47,37,CW
VE3EID,VE,NA,7036.2,40m,PJ5C,PJ5,NA,CQ,29,2025-11-29 00:11:47,32,CW
VE3EID,VE,NA,7065.3,40m,N2NL,K,NA,CQ,37,2025-11-29 00:11:47,38,CW
W8WWV,K,NA,7009.2,40m,NR4M,K,NA,CQ,38,2025-11-29 00:11:48,37,CW
W8WWV,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,36,2025-11-29 00:11:48,37,CW
W8WWV,K,NA,7007.8,40m,HG6N,HA,EU,CQ,30,2025-11-29 00:11:48,37,CW
W8WWV,K,NA,7012.5,40m,DK1NO,DL,EU,CQ,18,2025-11-29 00:11:48,36,CW
DL1HWS,DL,EU,7002.5,40m,K3WW,K,NA,CQ,14,2025-11-29 00:11:48,36,CW
DL1HWS,DL,EU,7012.7,40m,HA7I,HA,EU,CQ,13,2025-11-29 00:11:48,31,CW
DL1HWS,DL,EU,7001.4,40m,EA8/TF3CW,EA8,AF,CQ,11,2025-11-29 00:11:48,34,CW
DL1HWS,DL,EU,7006.3,40m,EA5O,EA,EU,CQ,33,2025-11-29 00:11:48,39,CW
KV4TT,K,NA,7030.8,40m,NN7CW,K,NA,CQ,49,2025-11-29 00:11:48,34,CW
KV4TT,K,NA,7054.3,40m,LN8W,LA,EU,CQ,26,2025-11-29 00:11:48,32,CW
KV4TT,K,NA,7006.3,40m,EA5O,EA,EU,CQ,32,2025-11-29 00:11:48,40,CW
K1RA,K,NA,7016.7,40m,NA8V,K,NA,CQ,28,2025-11-29 00:11:48,36,CW
K1RA,K,NA,7054.3,40m,LN8W,LA,EU,CQ,25,2025-11-29 00:11:48,32,CW
K1RA,K,NA,7014.9,40m,YT9X,YU,EU,CQ,30,2025-11-29 00:11:48,35,CW
HB9TSU,HB,EU,7018.2,40m,IO0A,I,EU,CQ,10,2025-11-29 00:11:48,31,CW
BG2TFW,BY,AS,7030.5,40m,OK5Z,OK,EU,CQ,17,2025-11-29 00:11:48,37,CW
BG2TFW,BY,AS,7019.4,40m,OM7M,OM,EU,CQ,24,2025-11-29 00:11:48,36,CW
DM6EE,DL,EU,7006.3,40m,EA5O,EA,EU,CQ,29,2025-11-29 00:11:48,41,CW
KM3T-3,K,NA,7009,40m,OK1KKI,OK,EU,CQ,21,2025-11-29 00:11:48,35,CW
KM3T-3,K,NA,7039.4,40m,DD1A,DL,EU,CQ,16,2025-11-29 00:11:48,29,CW
KM3T-3,K,NA,7000.7,40m,4O3A,4O,EU,CQ,24,2025-11-29 00:11:48,37,CW
KM3T-3,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,28,2025-11-29 00:11:48,37,CW
KM3T-3,K,NA,7065.3,40m,N2NL,K,NA,CQ,25,2025-11-29 00:11:48,38,CW
CT1EYQ,CT,EU,7024.2,40m,K2LE,K,NA,CQ,32,2025-11-29 00:11:48,37,CW
ES2RR,ES,EU,7044.7,40m,N4WW,K,NA,CQ,22,2025-11-29 00:11:49,34,CW
ES2RR,ES,EU,7053.7,40m,IQ3ME,I,EU,CQ,13,2025-11-29 00:11:49,28,CW
ES2RR,ES,EU,7005.2,40m,SP5ELA,SP,EU,CQ,27,2025-11-29 00:11:49,28,CW
ES2RR,ES,EU,7033.3,40m,SN7Q,SP,EU,CQ,25,2025-11-29 00:11:49,33,CW
K9LC,K,NA,7024.2,40m,K2LE,K,NA,CQ,35,2025-11-29 00:11:49,37,CW
DE1LON,DL,EU,7016,40m,IO5O,I,EU,CQ,17,2025-11-29 00:11:49,31,CW
DL9GTB,DL,EU,7015.8,40m,RT6A,UA,EU,CQ,9,2025-11-29 00:11:49,31,CW
DL9GTB,DL,EU,7006.3,40m,EA5O,EA,EU,CQ,28,2025-11-29 00:11:49,38,CW
DL9GTB,DL,EU,7012.1,40m,LZ5M,LZ,EU,CQ,18,2025-11-29 00:11:49,29,CW
DL9GTB,DL,EU,7059,40m,CR3A,CT3,AF,CQ,21,2025-11-29 00:11:49,38,CW
DL9GTB,DL,EU,7049.3,40m,N3RS,K,NA,CQ,12,2025-11-29 00:11:49,31,CW
YO5LD,YO,EU,7002.5,40m,K3WW,K,NA,CQ,9,2025-11-29 00:11:50,37,CW
YO5LD,YO,EU,7030.8,40m,NN7CW,K,NA,CQ,20,2025-11-29 00:11:50,35,CW
YO5LD,YO,EU,7065.3,40m,N2NL,K,NA,CQ,19,2025-11-29 00:11:50,38,CW
YO5LD,YO,EU,7012.4,40m,LZ5M,LZ,EU,CQ,16,2025-11-29 00:11:50,28,CW
YO5LD,YO,EU,7066.9,40m,PA6X,PA,EU,CQ,15,2025-11-29 00:11:50,31,CW
YO5LD,YO,EU,7017.2,40m,HA3OA,HA,EU,CQ,13,2025-11-29 00:11:50,38,CW
K9IMM,K,NA,7016,40m,IO5O,I,EU,CQ,30,2025-11-29 00:11:50,33,CW
K9IMM,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,23,2025-11-29 00:11:50,37,CW
K9IMM,K,NA,7048.2,40m,ED7W,EA,EU,CQ,27,2025-11-29 00:11:50,44,CW
K9IMM,K,NA,7007.8,40m,HG6N,HA,EU,CQ,25,2025-11-29 00:11:50,38,CW
ND7K,K,NA,7024.2,40m,K2LE,K,NA,CQ,32,2025-11-29 00:11:50,37,CW
ND7K,K,NA,7048.2,40m,ED7W,EA,EU,CQ,28,2025-11-29 00:11:50,44,CW
EA2RCF-4,EA,EU,7030.5,40m,OK5Z,OK,EU,CQ,29,2025-11-29 00:11:50,38,CW
EA2RCF-4,EA,EU,7005.2,40m,SP5ELA,SP,EU,CQ,14,2025-11-29 00:11:50,28,CW
EA2RCF-4,EA,EU,7007.8,40m,HG6N,HA,EU,CQ,23,2025-11-29 00:11:50,38,CW
EA2RCF-4,EA,EU,7015.5,40m,IO4M,I,EU,CQ,15,2025-11-29 00:11:50,37,CW
E28AC,HS,AS,7009.7,40m,F6KOP,F,EU,CQ,9,2025-11-29 00:11:50,28,CW
E28AC,HS,AS,7053.7,40m,IQ3ME,I,EU,CQ,14,2025-11-29 00:11:50,28,CW
E28AC,HS,AS,7013,40m,DF0HQ,DL,EU,CQ,10,2025-11-29 00:11:50,34,CW
V51YJ,V5,AF,7007,40m,BG8SRK,BY,AS,CQ,10,2025-11-29 00:11:50,30,CW
NU4F-2,K,NA,7030.8,40m,NN7CW,K,NA,CQ,19,2025-11-29 00:11:50,34,CW
NU4F-2,K,NA,7028.8,40m,IP8R,I,EU,CQ,13,2025-11-29 00:11:50,37,CW
NU4F-2,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,26,2025-11-29 00:11:50,38,CW
NU4F-2,K,NA,7037.2,40m,S59AE,S5,EU,CQ,23,2025-11-29 00:11:50,32,CW
SQ5J,SP,EU,7015.8,40m,RT6A,UA,EU,CQ,4,2025-11-29 00:11:50,31,CW
SQ5J,SP,EU,7005.2,40m,SP5ELA,SP,EU,CQ,49,2025-11-29 00:11:50,28,CW
SQ5J,SP,EU,7050.2,40m,UA7K,UA,EU,CQ,45,2025-11-29 00:11:50,38,CW
SQ5J,SP,EU,7019.4,40m,OM7M,OM,EU,CQ,13,2025-11-29 00:11:50,36,CW
K3PA-1,K,NA,7016.7,40m,NA8V,K,NA,CQ,30,2025-11-29 00:11:50,34,CW
K3PA-1,K,NA,7036.2,40m,K2EJT,K,NA,CQ,15,2025-11-29 00:11:50,33,CW
3V/KF5EYY,3V,AF,7067.9,40m,N8TR,K,NA,CQ,26,2025-11-29 00:11:50,28,CW
3V/KF5EYY,3V,AF,7005.2,40m,SP5ELA,SP,EU,CQ,19,2025-11-29 00:11:50,28,CW
3V/KF5EYY,3V,AF,7019.3,40m,OM7M,OM,EU,CQ,18,2025-11-29 00:11:50,35,CW
3V/KF5EYY,3V,AF,7007.8,40m,HG6N,HA,EU,CQ,28,2025-11-29 00:11:50,38,CW
K2PO/7,K,NA,7030.8,40m,NN7CW,K,NA,CQ,36,2025-11-29 00:11:51,37,CW
K2PO/7,K,NA,7017.2,40m,HA3OU,HA,EU,CQ,18,2025-11-29 00:11:51,39,CW
DF2CK,DL,EU,7015.8,40m,RT6A,UA,EU,CQ,6,2025-11-29 00:11:51,31,CW
DF2CK,DL,EU,7065.3,40m,N2NL,K,NA,CQ,21,2025-11-29 00:11:51,37,CW
DF2CK,DL,EU,7006.3,40m,EA5O,EA,EU,CQ,31,2025-11-29 00:11:51,39,CW
M1GEO,G,EU,7020.5,40m,EA7BEZ,EA,EU,CQ,33,2025-11-29 00:11:51,28,CW
M1GEO,G,EU,7013,40m,E7AA,E7,EU,CQ,27,2025-11-29 00:11:51,36,CW
SM7IUN,SM,EU,7015.8,40m,RT6A,UA,EU,CQ,3,2025-11-29 00:11:51,31,CW
KW7MM,K,NA,7030.8,40m,NN7CW,K,NA,CQ,33,2025-11-29 00:11:51,34,CW
KW7MM,K,NA,7008.4,40m,KC1XX,K,NA,CQ,22,2025-11-29 00:11:51,35,CW
KW7MM,K,NA,7017.2,40m,HA3OU,HA,EU,CQ,17,2025-11-29 00:11:51,39,CW
KW7MM,K,NA,7027,40m,DK9PY,DL,EU,CQ,18,2025-11-29 00:11:51,38,CW
TK0C-5,TK,EU,7009.2,40m,NR4M,K,NA,CQ,47,2025-11-29 00:11:51,37,CW
TK0C-5,TK,EU,7020.5,40m,OM4Q,OM,EU,CQ,33,2025-11-29 00:11:51,28,CW
TK0C-5,TK,EU,7033.3,40m,SN7Q,SP,EU,CQ,33,2025-11-29 00:11:51,34,CW
W4KAZ,K,NA,7030.8,40m,NN7CW,K,NA,CQ,10,2025-11-29 00:11:51,35,CW
W4KAZ,K,NA,7065.3,40m,N2NL,K,NA,CQ,22,2025-11-29 00:11:51,38,CW
W4KAZ,K,NA,7015.5,40m,IO4M,I,EU,CQ,15,2025-11-29 00:11:51,37,CW
3B8GL,3B8,AF,7008.4,40m,KC1XX,K,NA,CQ,7,2025-11-29 00:11:51,34,CW
W8WTS,K,NA,7000.7,40m,4O3A,4O,EU,CQ,34,2025-11-29 00:11:51,37,CW
W8WTS,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,35,2025-11-29 00:11:51,38,CW
W8WTS,K,NA,7065.3,40m,N2NL,K,NA,CQ,35,2025-11-29 00:11:51,37,CW
W8WTS,K,NA,7006.3,40m,EA5O,EA,EU,CQ,33,2025-11-29 00:11:51,38,CW
W8WTS,K,NA,7020.5,40m,OM4Q,OM,EU,CQ,23,2025-11-29 00:11:51,28,CW
W2NNN,K,NA,7009.2,40m,NR4M,K,NA,CQ,35,2025-11-29 00:11:51,37,CW
W2NNN,K,NA,7009.2,40m,R4M,UA,EU,CQ,35,2025-11-29 00:11:51,38,CW
DK0TE,DL,EU,7024.2,40m,K2LE,K,NA,CQ,24,2025-11-29 00:11:51,38,CW
G4HSO,G,EU,7028.2,40m,HG7T,HA,EU,CQ,43,2025-11-29 00:11:51,32,CW
G4HSO,G,EU,7030.8,40m,NN7CW,K,NA,CQ,31,2025-11-29 00:11:51,36,CW
G4HSO,G,EU,7020.5,40m,OM4Q,OM,EU,CQ,32,2025-11-29 00:11:51,29,CW
DL8LAS,DL,EU,7006.3,40m,EA5O,EA,EU,CQ,31,2025-11-29 00:11:51,40,CW
YO2CK,YO,EU,7065.3,40m,N2NL,K,NA,CQ,14,2025-11-29 00:11:52,38,CW
YO2CK,YO,EU,7006.3,40m,EA5O,EA,EU,CQ,12,2025-11-29 00:11:52,40,CW
W1NT-6,K,NA,7007.5,40m,UA4M,UA,EU,CQ,23,2025-11-29 00:11:52,35,CW
W1NT-6,K,NA,7047.7,40m,N9NC,K,NA,CQ,22,2025-11-29 00:11:52,35,CW
W1NT-6,K,NA,7008.8,40m,IO8T,I,EU,CQ,46,2025-11-29 00:11:52,31,CW
KD2OGR,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,18,2025-11-29 00:11:52,37,CW
KD2OGR,K,NA,7028.2,40m,HG7T,HA,EU,CQ,15,2025-11-29 00:11:52,30,CW
KD2OGR,K,NA,7065.3,40m,N2NL,K,NA,CQ,19,2025-11-29 00:11:52,38,CW
KD2OGR,K,NA,7007.8,40m,HG6N,HA,EU,CQ,23,2025-11-29 00:11:52,37,CW
KM3T-1,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,30,2025-11-29 00:11:52,38,CW
KM3T-1,K,NA,7016.7,40m,NA8V,K,NA,CQ,23,2025-11-29 00:11:52,37,CW
KM3T-1,K,NA,7006.3,40m,EA5O,EA,EU,CQ,20,2025-11-29 00:11:52,38,CW
KM3T-1,K,NA,7008.8,40m,IO8T,I,EU,CQ,29,2025-11-29 00:11:52,31,CW
W3LPL,K,NA,7054.3,40m,LN8W,LA,EU,CQ,40,2025-11-29 00:11:52,32,CW
W3LPL,K,NA,7047.3,40m,K4ZW,K,NA,CQ,31,2025-11-29 00:11:52,32,CW
TF3Y,TF,EU,7017.2,40m,HA3OU,HA,EU,CQ,7,2025-11-29 00:11:52,40,CW
TF3Y,TF,EU,7008.8,40m,IO8T,I,EU,CQ,16,2025-11-29 00:11:52,30,CW
HA6PX,HA,EU,7063.5,40m,EX9A,EX,AS,CQ,18,2025-11-29 00:11:52,32,CW
HA6PX,HA,EU,7027.5,40m,ES9C,ES,EU,CQ,26,2025-11-29 00:11:52,36,CW
5Z4GO,5Z,AF,7047.3,40m,K4ZW,K,NA,CQ,9,2025-11-29 00:11:52,31,CW
DK9IP-1,DL,EU,7065.3,40m,N2NL,K,NA,CQ,17,2025-11-29 00:11:52,37,CW
WS3W,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,33,2025-11-29 00:11:52,36,CW
WS3W,K,NA,7007.8,40m,HG6N,HA,EU,CQ,36,2025-11-29 00:11:52,33,CW
WZ7I,K,NA,7060.9,40m,NN1SS,K,NA,CQ,20,2025-11-29 00:11:52,32,CW
WZ7I,K,NA,7019.4,40m,OM7M,OM,EU,CQ,27,2025-11-29 00:11:52,34,CW
WZ7I,K,NA,7048.3,40m,ED7W,EA,EU,CQ,30,2025-11-29 00:11:52,44,CW
WZ7I,K,NA,7066.9,40m,PA6X,PA,EU,CQ,8,2025-11-29 00:11:52,31,CW
WZ7I,K,NA,7007.8,40m,HG6N,HA,EU,CQ,34,2025-11-29 00:11:52,39,CW
WZ7I,K,NA,7008.8,40m,IO8T,I,EU,CQ,36,2025-11-29 00:11:52,30,CW
N8DXE,K,NA,7060.1,40m,HG5D,HA,EU,CQ,38,2025-11-29 00:11:52,31,CW
WC8GOP,K,NA,7016.1,40m,IO5O,I,EU,CQ,10,2025-11-29 00:11:53,32,CW
WC8GOP,K,NA,7015.3,40m,9A4M,9A,EU,CQ,8,2025-11-29 00:11:53,39,CW
WC8GOP,K,NA,7000.2,40m,ND3T,K,NA,CQ,7,2025-11-29 00:11:53,43,CW
WC8GOP,K,NA,7039.9,40m,EA2W,EA,EU,CQ,7,2025-11-29 00:11:53,37,CW
WC8GOP,K,NA,7024.3,40m,K2LE,K,NA,CQ,16,2025-11-29 00:11:53,37,CW
WC8GOP,K,NA,7008.8,40m,HA7RY,HA,EU,CQ,5,2025-11-29 00:11:53,35,CW
WS2C,K,NA,7016.1,40m,IO5O,I,EU,CQ,36,2025-11-29 00:11:53,32,CW
WS2C,K,NA,7019.4,40m,OM7M,OM,EU,CQ,21,2025-11-29 00:11:53,34,CW
F4GOU,F,EU,7038.2,40m,DD2D,DL,EU,CQ,18,2025-11-29 00:11:53,35,CW
F4GOU,F,EU,7005.2,40m,SP5ELA,SP,EU,CQ,27,2025-11-29 00:11:53,28,CW
F4GOU,F,EU,7006.3,40m,EA5O,EA,EU,CQ,27,2025-11-29 00:11:53,38,CW
F4GOU,F,EU,7047.7,40m,N9NC,K,NA,CQ,25,2025-11-29 00:11:53,37,CW
F4GOU,F,EU,7024.2,40m,K2LE,K,NA,CQ,28,2025-11-29 00:11:53,37,CW
F4GOU,F,EU,7021.5,40m,OZ5W,OZ,EU,CQ,16,2025-11-29 00:11:53,27,CW
W3RGA,K,NA,7016,40m,IO5O,I,EU,CQ,37,2025-11-29 00:11:53,31,CW
W3RGA,K,NA,7007.8,40m,HG6N,HA,EU,CQ,42,2025-11-29 00:11:53,34,CW
W3RGA,K,NA,7019.4,40m,OM7M,OM,EU,CQ,26,2025-11-29 00:11:53,34,CW
IK3STG,I,EU,7012.4,40m,LZ5M,LZ,EU,CQ,17,2025-11-29 00:11:53,28,CW
IK3STG,I,EU,7000.1,40m,ND3T,K,NA,CQ,31,2025-11-29 00:11:53,44,CW
IK3STG,I,EU,7063.1,40m,ME5W,G,EU,CQ,6,2025-11-29 00:11:53,32,CW
G0KTN,G,EU,7008.8,40m,IO8T,I,EU,CQ,46,2025-11-29 00:11:53,31,CW
G0KTN,G,EU,7065.3,40m,N2NL,K,NA,CQ,23,2025-11-29 00:11:53,38,CW
BG0AJO,BY,AS,7030.5,40m,OK5Z,OK,EU,CQ,13,2025-11-29 00:11:53,38,CW
K5TR,K,NA,7007.8,40m,HG6N,HA,EU,CQ,30,2025-11-29 00:11:53,36,CW
K5TR,K,NA,7016.7,40m,NA8V,K,NA,CQ,26,2025-11-29 00:11:53,36,CW
K5TR,K,NA,7019.4,40m,OM7M,OM,EU,CQ,23,2025-11-29 00:11:53,34,CW
K5TR,K,NA,7048.3,40m,ED7W,EA,EU,CQ,23,2025-11-29 00:11:53,44,CW
W3DAN,K,NA,7066.7,40m,EF3T,EA,EU,CQ,8,2025-11-29 00:11:53,35,CW
W3DAN,K,NA,7033.3,40m,SN7Q,SP,EU,CQ,32,2025-11-29 00:11:53,32,CW
W3DAN,K,NA,7008.8,40m,IO8T,I,EU,CQ,45,2025-11-29 00:11:53,31,CW
VE7CC,VE,NA,7030.8,40m,NN7CW,K,NA,CQ,7,2025-11-29 00:11:54,34,CW
VE7CC,VE,NA,7030.8,40m,NN7CW,K,NA,CQ,7,2025-11-29 00:11:54,34,CW
LZ3CB,LZ,EU,7025.2,40m,DR7X,DL,EU,CQ,32,2025-11-29 00:11:54,32,CW
LZ3CB,LZ,EU,7005.2,40m,SP5ELA,SP,EU,CQ,15,2025-11-29 00:11:54,28,CW
LZ3CB,LZ,EU,7065.3,40m,N2NL,K,NA,CQ,15,2025-11-29 00:11:54,35,CW
YO2KAR,YO,EU,7006.3,40m,EA5O,EA,EU,CQ,20,2025-11-29 00:11:54,40,CW
YO2KAR,YO,EU,7045,40m,EA5KM,EA,EU,CQ,33,2025-11-29 00:11:54,30,CW
VE6JY,VE,NA,7016,40m,IO5O,I,EU,CQ,30,2025-11-29 00:11:54,28,CW
VE6JY,VE,NA,7065.3,40m,N2NL,K,NA,CQ,29,2025-11-29 00:11:54,39,CW
KM3T-5,K,NA,7036.2,40m,PJ5C,PJ5,NA,CQ,24,2025-11-29 00:11:54,34,CW
KM3T-5,K,NA,7016.7,40m,NA8V,K,NA,CQ,36,2025-11-29 00:11:54,35,CW
KM3T-5,K,NA,7008.8,40m,IO8T,I,EU,CQ,36,2025-11-29 00:11:54,30,CW
KM3T-5,K,NA,7006.3,40m,EA5O,EA,EU,CQ,40,2025-11-29 00:11:54,39,CW
KM3T-5,K,NA,7059,40m,CR3A,CT3,AF,CQ,36,2025-11-29 00:11:54,39,CW
K6FOD,K,NA,7044.7,40m,N4WW,K,NA,CQ,18,2025-11-29 00:11:54,33,CW
K6FOD,K,NA,7015.5,40m,IO4M,I,EU,CQ,23,2025-11-29 00:11:54,35,CW
K6FOD,K,NA,7030.8,40m,NN7CW,K,NA,CQ,30,2025-11-29 00:11:54,35,CW
MM0ZBH,GM,EU,7027.5,40m,ES9C,ES,EU,CQ,32,2025-11-29 00:11:54,38,CW
MM0ZBH,GM,EU,7008.8,40m,IO8T,I,EU,CQ,41,2025-11-29 00:11:54,31,CW
MM0ZBH,GM,EU,7020.5,40m,EA7BEZ,EA,EU,CQ,24,2025-11-29 00:11:54,28,CW
HB9AFZ,HB,EU,7028.5,40m,K2AX,K,NA,CQ,20,2025-11-29 00:11:54,36,CW
HB9AFZ,HB,EU,7045.5,40m,OM4Q,OM,EU,CQ,22,2025-11-29 00:11:54,28,CW
ES5PC,ES,EU,7030.5,40m,OK5Z,OK,EU,CQ,27,2025-11-29 00:11:54,30,CW
ES5PC,ES,EU,7052.1,40m,M6N,G,EU,CQ,15,2025-11-29 00:11:54,29,CW
ES5PC,ES,EU,7008.8,40m,IO8T,I,EU,CQ,47,2025-11-29 00:11:54,30,CW
ES5PC,ES,EU,7065.3,40m,N2NL,K,NA,CQ,18,2025-11-29 00:11:54,38,CW
ES5PC,ES,EU,7030,40m,SD3W,SM,EU,CQ,27,2025-11-29 00:11:54,39,CW
DO4DXA,DL,EU,7047.7,40m,N9NC,K,NA,CQ,12,2025-11-29 00:11:54,37,CW
OK1FCJ,OK,EU,7006.3,40m,EA5O,EA,EU,CQ,31,2025-11-29 00:11:54,39,CW
HA8TKS,HA,EU,7006.3,40m,EA5O,EA,EU,CQ,14,2025-11-29 00:11:54,42,CW
HA8TKS,HA,EU,7034.5,40m,W1KM,K,NA,CQ,17,2025-11-29 00:11:54,38,CW
VU2TUM,VU,AS,7007.8,40m,HG6N,HA,EU,CQ,19,2025-11-29 00:11:54,36,CW
VU2TUM,VU,AS,7019.4,40m,OM7M,OM,EU,CQ,21,2025-11-29 00:11:54,35,CW
HB9DCO,HB,EU,7065.3,40m,N2NL,K,NA,CQ,22,2025-11-29 00:11:54,37,CW
HB9DCO,HB,EU,7064.5,40m,KP4NZ,KP4,NA,CQ,8,2025-11-29 00:11:54,29,CW
IK4VET,I,EU,7065.3,40m,N2NL,K,NA,CQ,17,2025-11-29 00:11:54,38,CW
IK4VET,I,EU,7033.8,40m,CR3W,CT3,AF,CQ,26,2025-11-29 00:11:54,32,CW
KP3CW,KP4,NA,7007.8,40m,HG6N,HA,EU,CQ,17,2025-11-29 00:11:54,37,CW
KP3CW,KP4,NA,7059.5,40m,V26K,V2,NA,CQ,11,2025-11-29 00:11:54,36,CW
KP3CW,KP4,NA,7019.4,40m,OM7M,OM,EU,CQ,18,2025-11-29 00:11:54,35,CW
KP3CW,KP4,NA,7065.3,40m,N2NL,K,NA,CQ,19,2025-11-29 00:11:54,38,CW
PI4CC,PA,EU,7016.5,40m,RM3F,UA,EU,CQ,28,2025-11-29 00:11:54,37,CW
PI4CC,PA,EU,7009.2,40m,NR4M,K,NA,CQ,20,2025-11-29 00:11:54,37,CW
PI4CC,PA,EU,7045,40m,EA5KM,EA,EU,CQ,36,2025-11-29 00:11:54,30,CW
OZ1AAB,OZ,EU,7008.8,40m,IO8T,I,EU,CQ,32,2025-11-29 00:11:54,31,CW
OZ1AAB,OZ,EU,7006.3,40m,EA5O,EA,EU,CQ,12,2025-11-29 00:11:54,40,CW
M9PSY,G,EU,7006.3,40m,EA5O,EA,EU,CQ,17,2025-11-29 00:11:54,40,CW
M9PSY,G,EU,7048.2,40m,ED7W,EA,EU,CQ,16,2025-11-29 00:11:54,40,CW
M9PSY,G,EU,7008.8,40m,IO8T,I,EU,CQ,30,2025-11-29 00:11:54,31,CW
LZ7AA,LZ,EU,7006.3,40m,EA5O,EA,EU,CQ,30,2025-11-29 00:11:55,38,CW
VE6WZ,VE,NA,7059.5,40m,V26K,V2,NA,CQ,27,2025-11-29 00:11:55,38,CW
VE6WZ,VE,NA,7015.5,40m,IO4M,I,EU,CQ,24,2025-11-29 00:11:55,36,CW
MM0GPZ,GM,EU,7014.9,40m,YT9X,YU,EU,CQ,44,2025-11-29 00:11:55,34,CW
MM0GPZ,GM,EU,7049.3,40m,N3RS,K,NA,CQ,15,2025-11-29 00:11:55,31,CW
MM0GPZ,GM,EU,7007.8,40m,HG6N,HA,EU,CQ,25,2025-11-29 00:11:55,39,CW
